date,deal_type,role,company_name,title,url
2025-10-14,acquisition,acquirer,Capgemini SE,CCI approves proposed acquisition of Cloud4C Services Pte. Ltd and Cloud4C Services Private Limited by Capgemini SE,https://pib.gov.in/PressReleasePage.aspx?PRID=2179070
2025-09-30,acquisition,target,Jaiprakash Associates Limited,CCI approves acquisition of Jaiprakash Associates Limited by Jindal Power Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2173327
2025-09-30,acquisition,acquirer,Jindal Power Limited,CCI approves acquisition of Jaiprakash Associates Limited by Jindal Power Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2173327
2025-09-23,acquisition,target,"OC Oerlikon Textile Holding AG, Pfäffikon and Oerlikon Textile Inc. (collectively Targets)","CCI approves the acquisition of OC Oerlikon Textile Holding AG, Pfäffikon and Oerlikon Textile Inc. (collectively Targets) by Rieter Holding AG and Rieter North America Inc. (collectively Acquirers)",https://pib.gov.in/PressReleasePage.aspx?PRID=2170263
2025-09-23,acquisition,acquirer,Rieter Holding AG and Rieter North America Inc,"CCI approves the acquisition of OC Oerlikon Textile Holding AG, Pfäffikon and Oerlikon Textile Inc. (collectively Targets) by Rieter Holding AG and Rieter North America Inc. (collectively Acquirers)",https://pib.gov.in/PressReleasePage.aspx?PRID=2170263
2025-09-16,acquisition,target,the entire shareholding of IPM Inc. and OC NL Invest Cooperatief U.A. (OC India Sellers) in Owens-Corning (India) Pvt. Ltd. (Target),CCI approves the proposed acquisition of the entire shareholding of IPM Inc. and OC NL Invest Cooperatief U.A. (OC India Sellers) in Owens-Corning (India) Pvt. Ltd. (Target) by Triumph Composites Pvt. Ltd. and Quartz Fib...,https://pib.gov.in/PressReleasePage.aspx?PRID=2167329
2025-09-16,acquisition,acquirer,Triumph Composites Pvt,CCI approves the proposed acquisition of the entire shareholding of IPM Inc. and OC NL Invest Cooperatief U.A. (OC India Sellers) in Owens-Corning (India) Pvt. Ltd. (Target) by Triumph Composites Pvt. Ltd. and Quartz Fib...,https://pib.gov.in/PressReleasePage.aspx?PRID=2167329
2025-09-16,acquisition,target,Jaiprakash Associates Limited,CCI approves proposed acquisition of Jaiprakash Associates Limited by PNC Infratech Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2167332
2025-09-16,acquisition,acquirer,PNC Infratech Limited,CCI approves proposed acquisition of Jaiprakash Associates Limited by PNC Infratech Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2167332
2025-09-09,acquisition,target,Dana Incorporated’s off-highway business,"CCI approves acquisition of Dana Incorporated’s off-highway business by Allison Transmission Holdings, Inc.",https://pib.gov.in/PressReleasePage.aspx?PRID=2164832
2025-09-09,acquisition,acquirer,Allison Transmission Holdings,"CCI approves acquisition of Dana Incorporated’s off-highway business by Allison Transmission Holdings, Inc.",https://pib.gov.in/PressReleasePage.aspx?PRID=2164832
2025-09-02,acquisition,target,certain share capital and voting rights of YES Bank,CCI approves acquisition of certain share capital and voting rights of YES Bank by Sumitomo Mitsui Banking Corporation,https://pib.gov.in/PressReleasePage.aspx?PRID=2163146
2025-09-02,acquisition,acquirer,Sumitomo Mitsui Banking Corporation,CCI approves acquisition of certain share capital and voting rights of YES Bank by Sumitomo Mitsui Banking Corporation,https://pib.gov.in/PressReleasePage.aspx?PRID=2163146
2025-09-02,acquisition,target,up to 100% shareholding,CCI approves the proposed combination involving acquisition of up to 100% shareholding by Manipal Hospitals Private Limited in Sahyadri Hospitals Private Limited.,https://pib.gov.in/PressReleasePage.aspx?PRID=2163147
2025-09-02,acquisition,acquirer,Manipal Hospitals Private Limited in Sahyadri Hospitals Private Limited,CCI approves the proposed combination involving acquisition of up to 100% shareholding by Manipal Hospitals Private Limited in Sahyadri Hospitals Private Limited.,https://pib.gov.in/PressReleasePage.aspx?PRID=2163147
2025-08-27,acquisition,target,Jaiprakash Associates Limited,CCI approves acquisition of Jaiprakash Associates Limited by Adani Group Entities,https://pib.gov.in/PressReleasePage.aspx?PRID=2161135
2025-08-27,acquisition,acquirer,Adani Group Entities,CCI approves acquisition of Jaiprakash Associates Limited by Adani Group Entities,https://pib.gov.in/PressReleasePage.aspx?PRID=2161135
2025-08-27,acquisition,target,an additional 40% shareholding,CCI approves the acquisition of an additional 40% shareholding by PSA India Pte. Ltd. (Acquirer) in PSA Bharat Investments Pte. Ltd. (Target).,https://pib.gov.in/PressReleasePage.aspx?PRID=2161136
2025-08-27,acquisition,acquirer,PSA India Pte,CCI approves the acquisition of an additional 40% shareholding by PSA India Pte. Ltd. (Acquirer) in PSA Bharat Investments Pte. Ltd. (Target).,https://pib.gov.in/PressReleasePage.aspx?PRID=2161136
2025-08-27,acquisition,target,shareholding,"CCI approves acquisition of shareholding by Multiples Private Equity Fund IV, Multiples Private Equity Gift Fund IV, Samvibhag Securities Private Limited, Mr. Mithun Padam Sacheti and Mr. Siddhartha Sacheti in V.I.P. Ind...",https://pib.gov.in/PressReleasePage.aspx?PRID=2161137
2025-08-27,acquisition,acquirer,Multiples Private Equity Fund IV,"CCI approves acquisition of shareholding by Multiples Private Equity Fund IV, Multiples Private Equity Gift Fund IV, Samvibhag Securities Private Limited, Mr. Mithun Padam Sacheti and Mr. Siddhartha Sacheti in V.I.P. Ind...",https://pib.gov.in/PressReleasePage.aspx?PRID=2161137
2025-08-19,acquisition,target,"all the outstanding shares and sole control of the Skechers U.S.A, Inc. by 3G Capital Partners and investment","CCI approves the proposed combination involving acquisition of all the outstanding shares and sole control of the Skechers U.S.A, Inc. by 3G Capital Partners and investment by Kakapo Investment Pte. Ltd.",https://pib.gov.in/PressReleasePage.aspx?PRID=2158147
2025-08-19,acquisition,acquirer,Kakapo Investment Pte,"CCI approves the proposed combination involving acquisition of all the outstanding shares and sole control of the Skechers U.S.A, Inc. by 3G Capital Partners and investment by Kakapo Investment Pte. Ltd.",https://pib.gov.in/PressReleasePage.aspx?PRID=2158147
2025-08-19,acquisition,target,remaining 49% shareholding of Island Star Mall Developers Private Limited (ISMDPL),CCI approves the proposed acquisition of remaining 49% shareholding of Island Star Mall Developers Private Limited (ISMDPL) by The Phoenix Mills Limited.,https://pib.gov.in/PressReleasePage.aspx?PRID=2158148
2025-08-19,acquisition,acquirer,The Phoenix Mills Limited,CCI approves the proposed acquisition of remaining 49% shareholding of Island Star Mall Developers Private Limited (ISMDPL) by The Phoenix Mills Limited.,https://pib.gov.in/PressReleasePage.aspx?PRID=2158148
2025-08-05,acquisition,target,Theobroma Foods Private Limited,"CCI approves acquisition of certain equity shareholding of Theobroma Foods Private Limited by Infinity Partners, Aqua Investments Limited and Atreides Investments B. V.",https://pib.gov.in/PressReleasePage.aspx?PRID=2152729
2025-08-05,acquisition,acquirer,Infinity Partners,"CCI approves acquisition of certain equity shareholding of Theobroma Foods Private Limited by Infinity Partners, Aqua Investments Limited and Atreides Investments B. V.",https://pib.gov.in/PressReleasePage.aspx?PRID=2152729
2025-07-29,acquisition,target,Renault Nissan Automotive India Private Limited,CCI approves the proposed acquisition of certain shareholding of Renault Nissan Automotive India Private Limited by Renault Group B.V. and Renault S.A.S.,https://pib.gov.in/PressReleasePage.aspx?PRID=2149551
2025-07-29,acquisition,acquirer,Renault Group B,CCI approves the proposed acquisition of certain shareholding of Renault Nissan Automotive India Private Limited by Renault Group B.V. and Renault S.A.S.,https://pib.gov.in/PressReleasePage.aspx?PRID=2149551
2025-07-15,acquisition,target,SMC Power Generation Limited,CCI approves proposed combination involving acquisition of 100% shareholding in SMC Power Generation Limited by Rungta Sons Private Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2144988
2025-07-15,acquisition,acquirer,Rungta Sons Private Limited,CCI approves proposed combination involving acquisition of 100% shareholding in SMC Power Generation Limited by Rungta Sons Private Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2144988
2025-07-15,acquisition,target,the Target Business from SGRE and SGREL,"CCI approves acquisition of the Target Business from SGRE and SGREL by PPPL, TPG REGen, Mavco, Tikri and SGRE",https://pib.gov.in/PressReleasePage.aspx?PRID=2144989
2025-07-15,acquisition,acquirer,PPPL,"CCI approves acquisition of the Target Business from SGRE and SGREL by PPPL, TPG REGen, Mavco, Tikri and SGRE",https://pib.gov.in/PressReleasePage.aspx?PRID=2144989
2025-07-01,acquisition,target,NACL Industries Limited,Competition Commission of India approves acquisition of certain equity shares in NACL Industries Limited by Coromandel International Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2141336
2025-07-01,acquisition,acquirer,Coromandel International Limited,Competition Commission of India approves acquisition of certain equity shares in NACL Industries Limited by Coromandel International Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2141336
2025-07-01,acquisition,target,shares of Billionbrains Garage Ventures Limited,CCI approves acquisition of shares of Billionbrains Garage Ventures Limited by Viggo Investment Pte. Ltd.,https://pib.gov.in/PressReleasePage.aspx?PRID=2141340
2025-07-01,acquisition,acquirer,Viggo Investment Pte,CCI approves acquisition of shares of Billionbrains Garage Ventures Limited by Viggo Investment Pte. Ltd.,https://pib.gov.in/PressReleasePage.aspx?PRID=2141340
2025-06-24,acquisition,target,certain issued and paid-up equity share capital of Haldiram Snacks Food Private Limited (Target),"Competition Commission of India approves the acquisition of certain issued and paid-up equity share capital of Haldiram Snacks Food Private Limited (Target) by Alpha Wave Ventures II LP and Alpha Wave IHC CI, LP (Acquire...",https://pib.gov.in/PressReleasePage.aspx?PRID=2139295
2025-06-24,acquisition,acquirer,Alpha Wave Ventures II LP and Alpha Wave IHC CI,"Competition Commission of India approves the acquisition of certain issued and paid-up equity share capital of Haldiram Snacks Food Private Limited (Target) by Alpha Wave Ventures II LP and Alpha Wave IHC CI, LP (Acquire...",https://pib.gov.in/PressReleasePage.aspx?PRID=2139295
2025-06-17,acquisition,target,SML Isuzu Limited,CCI approves the proposed combination involving acquisition of SML Isuzu Limited by Mahindra and Mahindra Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2137017
2025-06-17,acquisition,acquirer,Mahindra and Mahindra Limited,CCI approves the proposed combination involving acquisition of SML Isuzu Limited by Mahindra and Mahindra Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2137017
2025-06-17,acquisition,target,at least 99.44% of the equity and preference shareholding (on a fully diluted basis) of Ecom Express Limited,CCI approves acquisition of at least 99.44% of the equity and preference shareholding (on a fully diluted basis) of Ecom Express Limited by Delhivery Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2137018
2025-06-17,acquisition,acquirer,Delhivery Limited,CCI approves acquisition of at least 99.44% of the equity and preference shareholding (on a fully diluted basis) of Ecom Express Limited by Delhivery Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2137018
2025-06-10,acquisition,target,Kolte-Patil Developers Limited,CCI approves the acquisition of certain shareholding in Kolte-Patil Developers Limited by BREP Asia III India Holding Co VII Pte. Ltd.,https://pib.gov.in/PressReleasePage.aspx?PRID=2135482
2025-06-10,acquisition,acquirer,BREP Asia III India Holding Co VII Pte,CCI approves the acquisition of certain shareholding in Kolte-Patil Developers Limited by BREP Asia III India Holding Co VII Pte. Ltd.,https://pib.gov.in/PressReleasePage.aspx?PRID=2135482
2025-06-03,acquisition,target,"The Interpublic Group of Companies, Inc.","CCI approves proposed acquisition of The Interpublic Group of Companies, Inc. by Omnicom Group Inc.",https://pib.gov.in/PressReleasePage.aspx?PRID=2133621
2025-06-03,acquisition,acquirer,Omnicom Group Inc,"CCI approves proposed acquisition of The Interpublic Group of Companies, Inc. by Omnicom Group Inc.",https://pib.gov.in/PressReleasePage.aspx?PRID=2133621
2025-06-03,acquisition,target,up to 9.99% of the paid up share capital of IDFC First Bank Limited,CCI approves the proposed acquisition of up to 9.99% of the paid up share capital of IDFC First Bank Limited by Currant Sea Investments B.V.,https://pib.gov.in/PressReleasePage.aspx?PRID=2133622
2025-06-03,acquisition,acquirer,Currant Sea Investments B,CCI approves the proposed acquisition of up to 9.99% of the paid up share capital of IDFC First Bank Limited by Currant Sea Investments B.V.,https://pib.gov.in/PressReleasePage.aspx?PRID=2133622
2025-05-27,acquisition,target,Dowlais Group plc,"CCI approves the proposed acquisition of 100% shareholding of Dowlais Group plc by American Axle & Manufacturing Holdings, Inc.",https://pib.gov.in/PressReleasePage.aspx?PRID=2131760
2025-05-27,acquisition,acquirer,American Axle & Manufacturing Holdings,"CCI approves the proposed acquisition of 100% shareholding of Dowlais Group plc by American Axle & Manufacturing Holdings, Inc.",https://pib.gov.in/PressReleasePage.aspx?PRID=2131760
2025-05-20,acquisition,target,certain issued and paid-up equity share capital of Haldiram Snacks Food Private Limited (Target),CCI approves the acquisition of certain issued and paid-up equity share capital of Haldiram Snacks Food Private Limited (Target) by Jongsong Investments Pte. Ltd. (Acquirer),https://pib.gov.in/PressReleasePage.aspx?PRID=2130049
2025-05-20,acquisition,acquirer,Jongsong Investments Pte,CCI approves the acquisition of certain issued and paid-up equity share capital of Haldiram Snacks Food Private Limited (Target) by Jongsong Investments Pte. Ltd. (Acquirer),https://pib.gov.in/PressReleasePage.aspx?PRID=2130049
2025-05-20,acquisition,target,majority stake/control over Nazara Technologies Limited,"CCI approves acquisition of majority stake/control over Nazara Technologies Limited by Axana Estates LLP, Plutus Wealth Management LLP and Junomoneta Finsol Private Limited",https://pib.gov.in/PressReleasePage.aspx?PRID=2130050
2025-05-20,acquisition,acquirer,Axana Estates LLP,"CCI approves acquisition of majority stake/control over Nazara Technologies Limited by Axana Estates LLP, Plutus Wealth Management LLP and Junomoneta Finsol Private Limited",https://pib.gov.in/PressReleasePage.aspx?PRID=2130050
2025-05-20,acquisition,target,"Bajaj Allianz Life Insurance Company Limited, Bajaj Allianz General Insurance Company Limited and Bajaj Allianz Financial Distributors Limited","CCI approves the proposed combination involving acquisition of Bajaj Allianz Life Insurance Company Limited, Bajaj Allianz General Insurance Company Limited and Bajaj Allianz Financial Distributors Limited by Bajaj Finse...",https://pib.gov.in/PressReleasePage.aspx?PRID=2130051
2025-05-20,acquisition,acquirer,Bajaj Finse,"CCI approves the proposed combination involving acquisition of Bajaj Allianz Life Insurance Company Limited, Bajaj Allianz General Insurance Company Limited and Bajaj Allianz Financial Distributors Limited by Bajaj Finse...",https://pib.gov.in/PressReleasePage.aspx?PRID=2130051
2025-05-13,acquisition,target,shares of Thriveni Earthmovers and Infra,CCI approves the combination inter alia envisaging demerger of MDO Business of Thriveni Earthmovers into Thriveni Earthmovers and Infra; and acquisition of shares of Thriveni Earthmovers and Infra by Lloyds Metals and En...,https://pib.gov.in/PressReleasePage.aspx?PRID=2128470
2025-05-13,acquisition,acquirer,Lloyds Metals and En,CCI approves the combination inter alia envisaging demerger of MDO Business of Thriveni Earthmovers into Thriveni Earthmovers and Infra; and acquisition of shares of Thriveni Earthmovers and Infra by Lloyds Metals and En...,https://pib.gov.in/PressReleasePage.aspx?PRID=2128470
2025-05-13,acquisition,target,shareholding in EPL Limited,CCI approves the proposed acquisition of shareholding in EPL Limited by Indorama Netherlands B.V.,https://pib.gov.in/PressReleasePage.aspx?PRID=2128475
2025-05-13,acquisition,acquirer,Indorama Netherlands B,CCI approves the proposed acquisition of shareholding in EPL Limited by Indorama Netherlands B.V.,https://pib.gov.in/PressReleasePage.aspx?PRID=2128475
2025-05-01,acquisition,target,HCCH by Jubilant Beverages Limited (JBL) and (ii) proposed subscription to CCPS in JBL,CCI approves the proposed combination involving (i) acquisition of 40% shareholding of HCCH by Jubilant Beverages Limited (JBL) and (ii) proposed subscription to CCPS in JBL by Jubilant BevCo Limited and the Investors,https://pib.gov.in/PressReleasePage.aspx?PRID=2125860
2025-05-01,acquisition,acquirer,Jubilant BevCo Limited and the Investors,CCI approves the proposed combination involving (i) acquisition of 40% shareholding of HCCH by Jubilant Beverages Limited (JBL) and (ii) proposed subscription to CCPS in JBL by Jubilant BevCo Limited and the Investors,https://pib.gov.in/PressReleasePage.aspx?PRID=2125860
2025-04-23,acquisition,target,the Target Business,CCI approves the proposed acquisition of the Target Business by Kandhari Global Beverages Private Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2123767
2025-04-23,acquisition,acquirer,Kandhari Global Beverages Private Limited,CCI approves the proposed acquisition of the Target Business by Kandhari Global Beverages Private Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2123767
2025-04-23,acquisition,target,the AAM India Manufacturing Corporation Private Limited,CCI approves proposed combination involving acquisition of 100% equity shareholding of the AAM India Manufacturing Corporation Private Limited by Bharat Forge Limited with voluntary modifications,https://pib.gov.in/PressReleasePage.aspx?PRID=2123770
2025-04-23,acquisition,acquirer,Bharat Forge Limited with voluntary modifications,CCI approves proposed combination involving acquisition of 100% equity shareholding of the AAM India Manufacturing Corporation Private Limited by Bharat Forge Limited with voluntary modifications,https://pib.gov.in/PressReleasePage.aspx?PRID=2123770
2025-04-15,acquisition,target,shares of TKE Group by Alat Technologies and the formation of joint venture,CCI approves acquisition of shares of TKE Group by Alat Technologies and the formation of joint venture by Alat Technologies and the TKE Group,https://pib.gov.in/PressReleasePage.aspx?PRID=2121947
2025-04-15,acquisition,acquirer,Alat Technologies and the TKE Group,CCI approves acquisition of shares of TKE Group by Alat Technologies and the formation of joint venture by Alat Technologies and the TKE Group,https://pib.gov.in/PressReleasePage.aspx?PRID=2121947
2025-04-08,acquisition,target,"shareholding in Vastu Housing Finance Corporation Limited, APAC Financial Services Limited, and Quantiphi, Inc","CCI approves the proposed acquisition of shareholding in Vastu Housing Finance Corporation Limited, APAC Financial Services Limited, and Quantiphi, Inc by Multiples Plenty Private Equity GIFT Fund",https://pib.gov.in/PressReleasePage.aspx?PRID=2120190
2025-04-08,acquisition,acquirer,Multiples Plenty Private Equity GIFT Fund,"CCI approves the proposed acquisition of shareholding in Vastu Housing Finance Corporation Limited, APAC Financial Services Limited, and Quantiphi, Inc by Multiples Plenty Private Equity GIFT Fund",https://pib.gov.in/PressReleasePage.aspx?PRID=2120190
2025-03-25,acquisition,target,11 road special purpose vehicles owned by Ashoka Concessions Limited and Ashoka Buildcon Limited,Competition Commission of India (CCI) approves the acquisition of 100% equity shareholding in 11 road special purpose vehicles owned by Ashoka Concessions Limited and Ashoka Buildcon Limited by Epic Concesiones 2 Private...,https://pib.gov.in/PressReleasePage.aspx?PRID=2115024
2025-03-25,acquisition,acquirer,Epic Concesiones 2 Private,Competition Commission of India (CCI) approves the acquisition of 100% equity shareholding in 11 road special purpose vehicles owned by Ashoka Concessions Limited and Ashoka Buildcon Limited by Epic Concesiones 2 Private...,https://pib.gov.in/PressReleasePage.aspx?PRID=2115024
2025-03-25,acquisition,target,"Athaang Devanahalli Tollway Private Limited, Athaang Jammu Udhampur Highway Private Limited and Quazigund Expressway Private Limited","CCI approves acquisition of Athaang Devanahalli Tollway Private Limited, Athaang Jammu Udhampur Highway Private Limited and Quazigund Expressway Private Limited by Cube Highways Trust and Cube Highways and Infrastructure...",https://pib.gov.in/PressReleasePage.aspx?PRID=2115027
2025-03-25,acquisition,acquirer,Cube Highways Trust and Cube Highways and Infrastructure,"CCI approves acquisition of Athaang Devanahalli Tollway Private Limited, Athaang Jammu Udhampur Highway Private Limited and Quazigund Expressway Private Limited by Cube Highways Trust and Cube Highways and Infrastructure...",https://pib.gov.in/PressReleasePage.aspx?PRID=2115027
2025-03-17,acquisition,target,Uprising Science Private Limited,CCI approves acquisition of Uprising Science Private Limited by Hindustan Unilever Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2112019
2025-03-17,acquisition,acquirer,Hindustan Unilever Limited,CCI approves acquisition of Uprising Science Private Limited by Hindustan Unilever Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2112019
2025-03-17,acquisition,target,O2 Power Midco Holdings Pte. Ltd. and O2 Energy SG Pte. Ltd.,CCI approves the proposed acquisition of 100% shareholding of O2 Power Midco Holdings Pte. Ltd. and O2 Energy SG Pte. Ltd. by JSW Neo Energy Limited.,https://pib.gov.in/PressReleasePage.aspx?PRID=2112020
2025-03-17,acquisition,acquirer,JSW Neo Energy Limited,CCI approves the proposed acquisition of 100% shareholding of O2 Power Midco Holdings Pte. Ltd. and O2 Energy SG Pte. Ltd. by JSW Neo Energy Limited.,https://pib.gov.in/PressReleasePage.aspx?PRID=2112020
2025-03-17,acquisition,target,shareholding in Dhoot Transmission Private Limited,CCI approves the proposed acquisition of shareholding in Dhoot Transmission Private Limited by BC Asia Investments XV Limited and BC Asia Investments XVI Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2112021
2025-03-17,acquisition,acquirer,BC Asia Investments XV Limited and BC Asia Investments XVI Limited,CCI approves the proposed acquisition of shareholding in Dhoot Transmission Private Limited by BC Asia Investments XV Limited and BC Asia Investments XVI Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2112021
2025-03-17,acquisition,target,steel-making coal portfolio of Anglo American plc in Australia,CCI approves acquisition of steel-making coal portfolio of Anglo American plc in Australia by Peabody MNG Pty Ltd and Peabody SMC Pty Ltd,https://pib.gov.in/PressReleasePage.aspx?PRID=2112022
2025-03-17,acquisition,acquirer,Peabody MNG Pty Ltd and Peabody SMC Pty Ltd,CCI approves acquisition of steel-making coal portfolio of Anglo American plc in Australia by Peabody MNG Pty Ltd and Peabody SMC Pty Ltd,https://pib.gov.in/PressReleasePage.aspx?PRID=2112022
2025-03-11,acquisition,target,Greenko Energy Holdings of ORIX Corporation,Competition Commission of India (CCI) approves the acquisition of certain shareholding in Greenko Energy Holdings of ORIX Corporation by AMG Green Power B.V. and subscription of certain convertible notes of AM Green (Lux...,https://pib.gov.in/PressReleasePage.aspx?PRID=2110447
2025-03-11,acquisition,acquirer,AMG Green Power B,Competition Commission of India (CCI) approves the acquisition of certain shareholding in Greenko Energy Holdings of ORIX Corporation by AMG Green Power B.V. and subscription of certain convertible notes of AM Green (Lux...,https://pib.gov.in/PressReleasePage.aspx?PRID=2110447
2025-03-05,acquisition,target,KSK Mahanadi Power Company Limited,CCI approves proposed acquisition of 100% shareholding in KSK Mahanadi Power Company Limited by JSW Energy Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2108310
2025-03-05,acquisition,acquirer,JSW Energy Limited,CCI approves proposed acquisition of 100% shareholding in KSK Mahanadi Power Company Limited by JSW Energy Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2108310
2025-03-05,acquisition,target,Raj Petro Specialities Private Limited,CCI approves the proposed acquisition of 100% equity share capital of Raj Petro Specialities Private Limited by Shell Deutschland GmbH and Shell Overseas Investments B.V.,https://pib.gov.in/PressReleasePage.aspx?PRID=2108313
2025-03-05,acquisition,acquirer,Shell Deutschland GmbH and Shell Overseas Investments B,CCI approves the proposed acquisition of 100% equity share capital of Raj Petro Specialities Private Limited by Shell Deutschland GmbH and Shell Overseas Investments B.V.,https://pib.gov.in/PressReleasePage.aspx?PRID=2108313
2025-03-05,acquisition,target,Orient Cement Limited,CCI approves the proposed acquisition of up to 72.8% shareholding of Orient Cement Limited by Ambuja Cements Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2108314
2025-03-05,acquisition,acquirer,Ambuja Cements Limited,CCI approves the proposed acquisition of up to 72.8% shareholding of Orient Cement Limited by Ambuja Cements Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2108314
2025-03-05,acquisition,target,Schott Poonawalla Private Limited,CCI approves the proposed acquisition of certain shareholding of Schott Poonawalla Private Limited by TPG Scion SG Pte. Ltd.,https://pib.gov.in/PressReleasePage.aspx?PRID=2108317
2025-03-05,acquisition,acquirer,TPG Scion SG Pte,CCI approves the proposed acquisition of certain shareholding of Schott Poonawalla Private Limited by TPG Scion SG Pte. Ltd.,https://pib.gov.in/PressReleasePage.aspx?PRID=2108317
2025-02-04,acquisition,target,POSCO - India Pune Processing Center Private Limited,CCI approves the proposed acquisition of certain shareholding in POSCO - India Pune Processing Center Private Limited by POSCO India Processing Center Private Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2099806
2025-02-04,acquisition,acquirer,POSCO India Processing Center Private Limited,CCI approves the proposed acquisition of certain shareholding in POSCO - India Pune Processing Center Private Limited by POSCO India Processing Center Private Limited,https://pib.gov.in/PressReleasePage.aspx?PRID=2099806
2025-01-28,acquisition,target,ITD Cementation India Limited,CCI approves the proposed acquisition of up to 72.64% shareholding in ITD Cementation India Limited by Renew Exim DMCC,https://pib.gov.in/PressReleasePage.aspx?PRID=2097096
2025-01-28,acquisition,acquirer,Renew Exim DMCC,CCI approves the proposed acquisition of up to 72.64% shareholding in ITD Cementation India Limited by Renew Exim DMCC,https://pib.gov.in/PressReleasePage.aspx?PRID=2097096
2025-01-21,acquisition,target,(i) AI Lenarco Midco Ltd.,CCI approves the proposed acquisition of (i) AI Lenarco Midco Ltd. by Majesty II Pte. Ltd and (ii) certain compulsory convertible debentures in Manjushree Technopack Limited from AI Lenarco by Ashoka India Equity Investm...,https://pib.gov.in/PressReleasePage.aspx?PRID=2094909
2025-01-21,acquisition,acquirer,Majesty II Pte,CCI approves the proposed acquisition of (i) AI Lenarco Midco Ltd. by Majesty II Pte. Ltd and (ii) certain compulsory convertible debentures in Manjushree Technopack Limited from AI Lenarco by Ashoka India Equity Investm...,https://pib.gov.in/PressReleasePage.aspx?PRID=2094909
2025-01-07,acquisition,target,"21 SPVs, owning renewable power generation plants, and the holding companies of certain SPVs","CCI approves the proposed acquisition of 21 SPVs, owning renewable power generation plants, and the holding companies of certain SPVs by Gentari Renewables India Pte. Ltd.",https://pib.gov.in/PressReleasePage.aspx?PRID=2090959
2025-01-07,acquisition,acquirer,Gentari Renewables India Pte,"CCI approves the proposed acquisition of 21 SPVs, owning renewable power generation plants, and the holding companies of certain SPVs by Gentari Renewables India Pte. Ltd.",https://pib.gov.in/PressReleasePage.aspx?PRID=2090959
2025-01-07,acquisition,target,Pegatron Technology India Pvt. Ltd. (Pegatron India),CCI approves the acquisition of certain shareholding of Pegatron Technology India Pvt. Ltd. (Pegatron India) by Tata Electronics Pvt. Ltd. (TEPL) and the transfer of TEL Components Pvt. Ltd.(TEL)’s business undertaking t...,https://pib.gov.in/PressReleasePage.aspx?PRID=2090960
2025-01-07,acquisition,acquirer,Tata Electronics Pvt,CCI approves the acquisition of certain shareholding of Pegatron Technology India Pvt. Ltd. (Pegatron India) by Tata Electronics Pvt. Ltd. (TEPL) and the transfer of TEL Components Pvt. Ltd.(TEL)’s business undertaking t...,https://pib.gov.in/PressReleasePage.aspx?PRID=2090960
2024-12-31,acquisition,target,all outstanding equity shares of Kellanova,"Competition Commission of India (CCI) approves the acquisition of all outstanding equity shares of Kellanova by Mars, Incorporated",https://pib.gov.in/PressReleasePage.aspx?PRID=2089050
2024-12-31,acquisition,acquirer,Mars,"Competition Commission of India (CCI) approves the acquisition of all outstanding equity shares of Kellanova by Mars, Incorporated",https://pib.gov.in/PressReleasePage.aspx?PRID=2089050
2024-12-31,acquisition,target,72.89% voting share capital in Prataap Snacks Limited,CCI approves the proposed combination involving acquisition of 72.89% voting share capital in Prataap Snacks Limited by Authum Investment & Infrastructure Limited and Ms. Mahi Madhusudan Kela,https://pib.gov.in/PressReleasePage.aspx?PRID=2089053
2024-12-31,acquisition,acquirer,Authum Investment & Infrastructure Limited and Ms,CCI approves the proposed combination involving acquisition of 72.89% voting share capital in Prataap Snacks Limited by Authum Investment & Infrastructure Limited and Ms. Mahi Madhusudan Kela,https://pib.gov.in/PressReleasePage.aspx?PRID=2089053
2024-12-17,acquisition,target,Speed JVco S.à r.l. (Target),CCI approves the acquisition of certain stake of Speed JVco S.à r.l. (Target) by Ramon Investments Pte. Ltd. (Acquirer),https://pib.gov.in/PressReleasePage.aspx?PRID=2085409
2024-12-17,acquisition,acquirer,Ramon Investments Pte,CCI approves the acquisition of certain stake of Speed JVco S.à r.l. (Target) by Ramon Investments Pte. Ltd. (Acquirer),https://pib.gov.in/PressReleasePage.aspx?PRID=2085409
